"","variable","label","type","has_value_labels","value_labels","X0","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","scale_type","notes"
"249","Q122","En Juárez, ¿el que la hace, la paga? Es decir, ¿se castiga a quien comete algún delito o infracción?","Escala 1-5",TRUE,"1=Siempre;2=Casi siempre;3=Casi nunca;4=Nunca;5=NS/NC","","Siempre","Casi siempre","Casi nunca","Nunca","NS/NC","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Intervalo",""
"250","Q123","¿Usted cree que el GOBIERNO MUNICIPAL de Cruz Pérez Cuéllar sanciona a los servidores públicos que son sorprendidos en actos de corrupción?","Escala 1-5",TRUE,"1=Nunca (nunca lo hacen);2=Poco (con poca frecuencia);3=Algo (con algo de frecuencia);4=Mucho (con mucha frecuencia);5=NS/NC","","Nunca (nunca lo hacen)","Poco (con poca frecuencia)","Algo (con algo de frecuencia)","Mucho (con mucha frecuencia)","NS/NC","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Intervalo",""
"251","Q124","¿Usted cree que el GOBIERNO ESTATAL de Maru Campos Galván sanciona a los servidores públicos que son sorprendidos en actos de corrupción?","Escala 1-5",TRUE,"1=Nunca (nunca lo hacen);2=Poco (con poca frecuencia);3=Algo (con algo de frecuencia);4=Mucho (con mucha frecuencia);5=NS/NC","","Nunca (nunca lo hacen)","Poco (con poca frecuencia)","Algo (con algo de frecuencia)","Mucho (con mucha frecuencia)","NS/NC","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Intervalo",""
"252","Q125","¿Usted cree que el GOBIERNO FEDERAL sanciona a los servidores públicos que son sorprendidos en actos de corrupción?","Escala 1-5",TRUE,"1=Nunca (nunca lo hacen);2=Poco (con poca frecuencia);3=Algo (con algo de frecuencia);4=Mucho (con mucha frecuencia);5=NS/NC","","Nunca (nunca lo hacen)","Poco (con poca frecuencia)","Algo (con algo de frecuencia)","Mucho (con mucha frecuencia)","NS/NC","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Intervalo",""
"253","Q126","Usted diría que en Juárez, ¿la justicia está exenta de corrupción?","Escala 1-3",TRUE,"1=Sí;2=No;3=NS/NC","","Sí","No","NS/NC","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria",""
"254","Q127","¿Cuáles son las instituciones que más violan las leyes? INSTITUCIÓN #1","Escala 1-27",TRUE,"1=Diputados;2=Prensa local (periódicos);3=Televisoras locales;4=Iglesias;5=Maestros;6=Partidos políticos;7=Organizaciones ciudadanas (OSC's);8=Universidades;9=Empresarios;10=Policía municipal;11=Tránsito municipal;12=Policía ministerial;13=Ejército;14=Policía estatal;15=Guardia nacional;16=Jueces o magistrados;17=Presidente municipal Cruz Pérez Cuellar;18=Regidores;19=Síndico(a);20=Funcionarios del gob. municipal","","Diputados","Prensa local (periódicos)","Televisoras locales","Iglesias","Maestros","Partidos políticos","Organizaciones ciudadanas (OSC's)","Universidades","Empresarios","Policía municipal","Tránsito municipal","Policía ministerial","Ejército","Policía estatal","Guardia nacional","Jueces o magistrados","Presidente municipal Cruz Pérez Cuellar","Regidores","Síndico(a)","Funcionarios del gob. municipal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Categorica",""
"255","Q127.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nominal (Abierta)",""
"256","Q128","¿Cuáles son las instituciones que más violan las leyes? INSTITUCIÓN #2","Escala 1-27",TRUE,"1=Diputados;2=Prensa local (periódicos);3=Televisoras locales;4=Iglesias;5=Maestros;6=Partidos políticos;7=Organizaciones ciudadanas (OSC's);8=Universidades;9=Empresarios;10=Policía municipal;11=Tránsito municipal;12=Policía ministerial;13=Ejército;14=Policía estatal;15=Guardia nacional;16=Jueces o magistrados;17=Presidente municipal Cruz Pérez Cuellar;18=Regidores;19=Síndico(a);20=Funcionarios del gob. municipal","","Diputados","Prensa local (periódicos)","Televisoras locales","Iglesias","Maestros","Partidos políticos","Organizaciones ciudadanas (OSC's)","Universidades","Empresarios","Policía municipal","Tránsito municipal","Policía ministerial","Ejército","Policía estatal","Guardia nacional","Jueces o magistrados","Presidente municipal Cruz Pérez Cuellar","Regidores","Síndico(a)","Funcionarios del gob. municipal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Categorica",""
"257","Q128.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nominal (Abierta)",""
"258","Q129","¿Cuáles son las instituciones que más violan las leyes? INSTITUCIÓN #3","Escala 1-27",TRUE,"1=Diputados;2=Prensa local (periódicos);3=Televisoras locales;4=Iglesias;5=Maestros;6=Partidos políticos;7=Organizaciones ciudadanas (OSC's);8=Universidades;9=Empresarios;10=Policía municipal;11=Tránsito municipal;12=Policía ministerial;13=Ejército;14=Policía estatal;15=Guardia nacional;16=Jueces o magistrados;17=Presidente municipal Cruz Pérez Cuellar;18=Regidores;19=Síndico(a);20=Funcionarios del gob. municipal","","Diputados","Prensa local (periódicos)","Televisoras locales","Iglesias","Maestros","Partidos políticos","Organizaciones ciudadanas (OSC's)","Universidades","Empresarios","Policía municipal","Tránsito municipal","Policía ministerial","Ejército","Policía estatal","Guardia nacional","Jueces o magistrados","Presidente municipal Cruz Pérez Cuellar","Regidores","Síndico(a)","Funcionarios del gob. municipal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Categorica",""
"259","Q129.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nominal (Abierta)",""
"260","Q130","Que tanto le interesa participar en la policita del municipio, interviniendo en decisiones o realizando acciones de interes publico en beneficio de la ciudad?","Escala 1-5",TRUE,"1=NADA;2=POCO;3=REGULAR;4=ALGO;5=MUCHO","","NADA","POCO","REGULAR","ALGO","MUCHO","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Intervalo",""
"261","Q131.1","Informacion","Escala 1-2",TRUE,"0=No necesario;1=Necesario","No necesario","Necesario","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria",""
"262","Q131.2","Espacios para participar","Escala 1-2",TRUE,"0=No necesario;1=Necesario","No necesario","Necesario","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria",""
"263","Q131.3","Tiempo","Escala 1-2",TRUE,"0=No necesario;1=Necesario","No necesario","Necesario","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria",""
"264","Q131.4","Dinero","Escala 1-2",TRUE,"0=No necesario;1=Necesario","No necesario","Necesario","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria",""
"265","Q131.5","Confianza en las instituciones","Escala 1-2",TRUE,"0=No necesario;1=Necesario","No necesario","Necesario","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria",""
"266","Q131.6","Otro","Escala 1-2",TRUE,"0=No necesario;1=Necesario","No necesario","Necesario","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria",""
"267","Q131.6.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nominal (Abierta)",""
"268","Q132.1","Partidos/organizaciones políticas","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria",""
"269","Q132.2","Sindicatos","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria",""
"270","Q132.3","Iglesias/asociaciones religiosas","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria",""
"271","Q132.4","Agrupaciones empresariales","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria",""
"272","Q132.5","Asociaciones de padres de familia en escuelas","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria",""
"273","Q132.6","Asociaciones de equipos deportivos","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria",""
"274","Q132.7","Asociaciones/comités/juntas de vecinos","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria",""
"275","Q132.8","Clubs sociales/de servicios","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria",""
"276","Q132.9","Organizaciones civiles/ONGs/Fundaciones","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria",""
"277","Q132.10","Grupo de autoayuda o superación","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria",""
"278","Q132.11","Caja popular o cooperativa de crédito","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria",""
"279","Q133","Si pertenece a otra organización que NO HAYA SIDO MENCIONADA ANTERIORMENTE, indique cuál (escriba nombre/objetivo):","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nominal (Abierta)",""
"280","Q134","Durante 2024, ¿apoyó activamente a algún movimiento social?","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria",""
"281","Q135","¿Cuál o cuáles movimientos sociales apoyó?","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nominal (Abierta)",""
"282","Q136.1","Propuestas de planes, programas, leyes o políticas públicas","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria",""
"283","Q136.2","Vigilar acciones/funciones de los servidores/instituciones públicas","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria",""
"284","Q136.3","Firmar cartas de apoyo/amparos","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria",""
"285","Q136.4","Quejarse ante las autoridades (solicitudes, denuncias o reportes ante autoridades)","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria",""
"286","Q136.5","Pedir apoyo a una sociedad civil (organizarse con otros ciudadanos)","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria",""
"287","Q136.6","Asistir a manifestaciones y/o marchas","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria",""
"288","Q136.7","Colocar mantas, carteles o fotografías","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria",""
"289","Q136.8","Repartir circularees o manifiestos","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria",""
"290","Q136.9","Enviar mensajes, opiniones, imágenes por redes sociales","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria",""
"291","Q136.10","Usar una aplicación o herramienta electrónica de denuncia ciudadana","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria",""
"292","Q136.11","Hizo algo para resolver un problema con sus vecinos (baches, alumbrado, limpia, etc.)","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria",""
"293","Q136.12","Vigilar la correcta realización de alguna obra pública","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria",""
"294","Q136.13","Bloquear calles, avenidas, carreteras","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria",""
"295","Q136.14","Mitin político","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria",""
"296","Q137","Para usted, votar es...","Escala 1-3",TRUE,"1=Importante;2=Poco importante;3=Nada importante","","Importante","Poco importante","Nada importante","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Intervalo",""
"297","Q138.1","El referendum","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria",""
"298","Q138.2","El plebiscito","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria",""
"299","Q138.3","La iniciativa ciudadana","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria",""
"300","Q138.4","La revocacion de mandato","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria",""
"301","Q138.5","Audiencias publicas","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria",""
"302","Q138.6","Consulta publica","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria",""
"303","Q138.7","Consejos consultivos","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria",""
"304","Q138.8","Comites de participacion","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria",""
"305","Q138.9","Planeacion participativa","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria",""
"306","Q138.10","Presupuesto participativo","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria",""
"307","Q138.11","Cabildo abierto","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria",""
"308","Q138.12","Contralorias sociales","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria",""
"309","Q138.13","Mecanismos de participacion social para ninas, ninos y adolescentes","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria",""
"310","Q139","¿Conoce o ha escuchado hablar de Plan Estratégico de Juárez A.C.? SIN APOYO VISUAL","Escala 1-2",TRUE,"1=Sí recordó sin apoyo visual;2=No recordó sin apoyo visual","","Sí recordó sin apoyo visual","No recordó sin apoyo visual","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria",""
"311","Q140","¿Conoce o ha escuchado hablar de Plan Estratégico de Juárez A.C.? CON APOYO VISUAL","Escala 1-2",TRUE,"1=Sí recordó con apoyo visual;2=No recordó con apoyo visual","","Sí recordó con apoyo visual","No recordó con apoyo visual","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria",""
"312","Q141.1","PEJ es una asociación apartidista y ciudadana","Escala 1-5",TRUE,"1=Totalmente de acuerdo;2=Parcialmente de acuerdo;3=Parcialmente en desacuerdo;4=Totalmente en desacuerdo;5=NS/NC","","Totalmente de acuerdo","Parcialmente de acuerdo","Parcialmente en desacuerdo","Totalmente en desacuerdo","NS/NC","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Intervalo",""
"313","Q141.2","PEJ es una organización con credibilidad","Escala 1-5",TRUE,"1=Totalmente de acuerdo;2=Parcialmente de acuerdo;3=Parcialmente en desacuerdo;4=Totalmente en desacuerdo;5=NS/NC","","Totalmente de acuerdo","Parcialmente de acuerdo","Parcialmente en desacuerdo","Totalmente en desacuerdo","NS/NC","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Intervalo",""
"314","Q141.3","PEJ es propositiva","Escala 1-5",TRUE,"1=Totalmente de acuerdo;2=Parcialmente de acuerdo;3=Parcialmente en desacuerdo;4=Totalmente en desacuerdo;5=NS/NC","","Totalmente de acuerdo","Parcialmente de acuerdo","Parcialmente en desacuerdo","Totalmente en desacuerdo","NS/NC","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Intervalo",""
"315","Q142","Sexo","Escala 1-2",TRUE,"1=Mujer;2=Hombre","","Mujer","Hombre","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Necesita Clasificacion",""
"316","Q143","Edad (escrita)","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Necesita Clasificacion",""
"317","Q144","Rango de edad","Escala 1-4",TRUE,"1=18 a 29 años;2=30 a 44 años;3=45 a 59 años;4=60 años o más","","18 a 29 años","30 a 44 años","45 a 59 años","60 años o más","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ordinal",""
"318","Q145","¿Cuál es el grado de escolaridad?","Escala 1-13",TRUE,"1=Analfabeta;2=Primaria terminada;3=Primaria incompleta;4=Secundaria terminada;5=Secundaria incompleta;6=Preparatoria terminada;7=Preparatoria incompleta;8=Universidad terminada;9=Universidad incompleta;10=Maestrías/Doctorados;11=Carrera técnica terminada;12=Carrera técnica incompleta;13=Sabe leer y escribir (no fue a la escuela)","","Analfabeta","Primaria terminada","Primaria incompleta","Secundaria terminada","Secundaria incompleta","Preparatoria terminada","Preparatoria incompleta","Universidad terminada","Universidad incompleta","Maestrías/Doctorados","Carrera técnica terminada","Carrera técnica incompleta","Sabe leer y escribir (no fue a la escuela)","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ordinal",""
"319","Q146","Ocupación","Escala 1-9",TRUE,"1=Hogar;2=Empleado de empresa privada;3=Empleado de empresa pública;4=Desempleado;5=Estudiante;6=Estudiante que trabaja;7=Empleador/empresario;8=Jubilado/pensionado;9=Cuenta propia/autoempleador","","Hogar","Empleado de empresa privada","Empleado de empresa pública","Desempleado","Estudiante","Estudiante que trabaja","Empleador/empresario","Jubilado/pensionado","Cuenta propia/autoempleador","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria",""
"320","Q147","¿Cuenta con Seguro Social (IMSS)?","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria",""
"321","Q148","Recibe algun ingreso personal de algun tipo?","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria",""
"322","Q149","Durante 2024, cuál fue su rango de ingreso PERSONAL por semana?","Escala 1-26",TRUE,"1= $0 a $2939.16 ;2= $2939.23 a $5878.32 ;3= $5878.39 a $8817.48 ;4= $8817.55 a $11756.64 ;5= $11756.71 a $14695.8 ;6= $14695.87 a $17634.96 ;7= $17635.03 a $20574.12 ;8= $20574.19 a $23513.28 ;9= $23513.35 a $26452.44 ;10= $26452.51 a $29391.6 ;11= $29391.67 a $32330.76 ;12= $32330.83 a $35269.92 ;13= $35269.99 a $38209.08 ;14= $38209.15 a $41148.24 ;15= $41148.31 a $44087.4 ;16= $44087.47 a $47026.56 ;17= $47026.63 a $49965.72 ;18= Mas de $49,965.79 ",""," $0 a $2939.16 "," $2939.23 a $5878.32 "," $5878.39 a $8817.48 "," $8817.55 a $11756.64 "," $11756.71 a $14695.8 "," $14695.87 a $17634.96 "," $17635.03 a $20574.12 "," $20574.19 a $23513.28 "," $23513.35 a $26452.44 "," $26452.51 a $29391.6 "," $29391.67 a $32330.76 "," $32330.83 a $35269.92 "," $35269.99 a $38209.08 "," $38209.15 a $41148.24 "," $41148.31 a $44087.4 "," $44087.47 a $47026.56 "," $47026.63 a $49965.72 "," Mas de $49,965.79 ","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ordinal",""
"323","Q150","A Indique si es un periodo distinto a la semana PERSONAL","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nominal (Abierta)",""
"324","Q151","Durante 2024, cuál fue su rango de ingreso FAMILIAR por semana?","Escala 1-26",TRUE,"1= $0 a $2939.16 ;2= $2939.23 a $5878.32 ;3= $5878.39 a $8817.48 ;4= $8817.55 a $11756.64 ;5= $11756.71 a $14695.8 ;6= $14695.87 a $17634.96 ;7= $17635.03 a $20574.12 ;8= $20574.19 a $23513.28 ;9= $23513.35 a $26452.44 ;10= $26452.51 a $29391.6 ;11= $29391.67 a $32330.76 ;12= $32330.83 a $35269.92 ;13= $35269.99 a $38209.08 ;14= $38209.15 a $41148.24 ;15= $41148.31 a $44087.4 ;16= $44087.47 a $47026.56 ;17= $47026.63 a $49965.72 ;18= Mas de $49,965.79 ",""," $0 a $2939.16 "," $2939.23 a $5878.32 "," $5878.39 a $8817.48 "," $8817.55 a $11756.64 "," $11756.71 a $14695.8 "," $14695.87 a $17634.96 "," $17635.03 a $20574.12 "," $20574.19 a $23513.28 "," $23513.35 a $26452.44 "," $26452.51 a $29391.6 "," $29391.67 a $32330.76 "," $32330.83 a $35269.92 "," $35269.99 a $38209.08 "," $38209.15 a $41148.24 "," $41148.31 a $44087.4 "," $44087.47 a $47026.56 "," $47026.63 a $49965.72 "," Mas de $49,965.79 ","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ordinal",""
"325","Q152","A Indique si es un periodo distinto a la semana FAMILIAR","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nominal (Abierta)",""
"326","Q153","Colonia, direccion visitada","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Necesita Clasificacion",""
